SEQ_EQUIPE;UF;REGIAO;TIPO;CONFORME;CO_MUNICIPIO
1530402;SP;Sudeste;EMAD I;False;351907
1530410;SP;Sudeste;EMAP;True;351907
1508369;SP;Sudeste;EMAD II;True;350170
1508482;SP;Sudeste;EMAP;True;350170
1582747;SP;Sudeste;EMAP;True;350590
1547690;SP;Sudeste;EMAD I;False;350590
1679090;SP;Sudeste;EMAP;True;354980
2158574;SP;Sudeste;EMAD I;False;354980
2164353;SP;Sudeste;EMAP;True;355030
1512064;SP;Sudeste;EMAD I;True;353060
2252457;SP;Sudeste;EMAD I;True;352430
366781;SP;Sudeste;EMAD I;False;355030
2196174;SP;Sudeste;EMAD II;True;350560
368156;SP;Sudeste;EMAP;True;355030
368148;SP;Sudeste;EMAD I;True;355030
1567748;SP;Sudeste;EMAD I;True;351880
1682970;SP;Sudeste;EMAD I;False;354330
1537911;SP;Sudeste;EMAD II;False;350100
43;SP;Sudeste;EMAD I;False;354850
44;SP;Sudeste;EMAD I;False;354850
46;SP;Sudeste;EMAP;False;354850
2274833;SP;Sudeste;EMAP;True;350780
1656287;SP;Sudeste;EMAD II;True;352100
1466526;SP;Sudeste;EMAD I;False;351510
353108;SP;Sudeste;EMAD I;False;354970
353116;SP;Sudeste;EMAP;False;354970
2098741;SP;Sudeste;EMAP;True;355250
1477641;SP;Sudeste;EMAD I;True;355250
1487914;SP;Sudeste;EMAD I;False;352940
347574;SP;Sudeste;EMAP;True;354340
1483250;SP;Sudeste;EMAD I;False;354340
1570900;SP;Sudeste;EMAD I;False;354340
1595938;SP;Sudeste;EMAD I;False;355030
1511653;SP;Sudeste;EMAD I;False;352250
1546465;SP;Sudeste;EMAD I;True;353980
318329;SP;Sudeste;EMAD I;True;350320
324701;SP;Sudeste;EMAD I;False;351060
1541773;SP;Sudeste;EMAD I;False;352050
323047;SP;Sudeste;EMAD I;True;350950
1539620;SP;Sudeste;EMAP;True;350950
1631934;SP;Sudeste;EMAP;True;352040
1631926;SP;Sudeste;EMAD II;True;352040
354449;SP;Sudeste;EMAP;True;355030
2195615;SP;Sudeste;EMAD I;False;355030
1620452;SP;Sudeste;EMAD I;True;352410
1620479;SP;Sudeste;EMAP;True;352410
1506595;SP;Sudeste;EMAD I;False;355030
1657429;SP;Sudeste;EMAD I;True;355030
1483099;SP;Sudeste;EMAD I;False;353800
1584685;SP;Sudeste;EMAD I;True;352670
1584693;SP;Sudeste;EMAP;True;352670
2141337;SP;Sudeste;EMAD I;True;355030
2303868;SP;Sudeste;EMAD II;True;351100
1597086;SP;Sudeste;EMAD I;False;355030
1611623;SP;Sudeste;EMAD I;False;355030
358908;SP;Sudeste;EMAD I;True;355030
2178923;SP;Sudeste;EMAP;True;351500
2189801;SP;Sudeste;EMAD I;True;355030
1494775;SP;Sudeste;EMAD I;False;352220
1514156;SP;Sudeste;EMAD I;True;351280
1516035;SP;Sudeste;EMAP;True;351280
348899;SP;Sudeste;EMAD I;False;354580
348929;SP;Sudeste;EMAP;True;354580
2246643;SP;Sudeste;EMAD I;True;351550
2246651;SP;Sudeste;EMAP;True;351550
2241803;SP;Sudeste;EMAP;True;351770
1589091;SP;Sudeste;EMAD I;False;350570
1511750;SP;Sudeste;EMAD I;False;355220
1511777;SP;Sudeste;EMAP;False;355220
323934;SP;Sudeste;EMAD I;True;350950
323942;SP;Sudeste;EMAP;True;350950
2214628;SP;Sudeste;EMAP;True;355030
2215837;SP;Sudeste;EMAP;True;355030
352276;SP;Sudeste;EMAD I;True;354880
352268;SP;Sudeste;EMAP;True;354880
1708775;SP;Sudeste;EMAD I;False;354880
1510789;SP;Sudeste;EMAP;True;352940
1627562;SP;Sudeste;EMAD I;True;350635
1566806;SP;Sudeste;EMAD I;False;354940
1610023;SP;Sudeste;EMAD I;False;355030
1511661;SP;Sudeste;EMAD I;False;352250
363103;SP;Sudeste;EMAD I;True;355030
1546686;SP;Sudeste;EMAD II;False;352010
337552;SP;Sudeste;EMAD I;True;352710
1706586;SP;Sudeste;EMAD I;True;353390
355240;SP;Sudeste;EMAD I;True;355030
1609556;SP;Sudeste;EMAD I;True;350840
1610333;SP;Sudeste;EMAP;True;350840
1600982;SP;Sudeste;EMAD I;True;351570
1616579;SP;Sudeste;EMAD I;False;355030
