SEQ_EQUIPE;UF;REGIAO;TIPO;CONFORME
1688596;BA;Nordeste;EMAD I;False
1688618;BA;Nordeste;EMAP;True
1534882;SC;Sul;EMAD I;False
1579819;SC;Sul;EMAP;True
1663674;SP;Sudeste;EMAD I;False
1667610;AL;Nordeste;EMAP;True
1667629;AL;Nordeste;EMAD II;True
1680315;SC;Sul;EMAP;True
1680323;SC;Sul;EMAD I;True
2274027;RJ;Sudeste;EMAD I;False
2277425;BA;Nordeste;EMAD I;True
2277719;SC;Sul;EMAD II;True
2256088;AM;Norte;EMAD I;True
2295997;PR;Sul;EMAD I;True
2298848;PR;Sul;EMAD I;False
2298899;PR;Sul;EMAP;False
2275074;PR;Sul;EMAD II;False
2279053;PE;Nordeste;EMAP;True
2284200;AL;Nordeste;EMAD II;True
2284219;AL;Nordeste;EMAP;True
2299356;PR;Sul;EMAD II;True
2299364;PR;Sul;EMAP;True
2496488;CE;Nordeste;EMAD II;True
1619942;BA;Nordeste;EMAD II;True
1619950;BA;Nordeste;EMAP;True
2287013;SP;Sudeste;EMAD I;False
2283026;AL;Nordeste;EMAD II;False
2283034;AL;Nordeste;EMAP;False
347566;SP;Sudeste;EMAD I;False
2288281;PE;Nordeste;EMAD II;True
2288303;PE;Nordeste;EMAP;True
2021617;PR;Sul;EMAD II;True
1698796;PB;Nordeste;EMAP;False
2270218;PE;Nordeste;EMAD I;True
2270226;PE;Nordeste;EMAP;True
2269252;SC;Sul;EMAD II;True
1698303;GO;Centro-Oeste;EMAD II;True
365270;SP;Sudeste;EMAD I;False
1689835;SP;Sudeste;EMAD I;False
1703811;MG;Sudeste;EMAD I;False
1707183;MG;Sudeste;EMAP;True
389579;PR;Sul;EMAP;True
1560743;PA;Norte;EMAP;True
1697226;SP;Sudeste;EMAD I;False
1697234;SP;Sudeste;EMAP;True
1710737;SP;Sudeste;EMAD I;False
1566105;RJ;Sudeste;EMAD II;True
1484869;RS;Sul;EMAP;True
1505564;RS;Sul;EMAD I;True
1597051;SP;Sudeste;EMAP;True
1570447;RS;Sul;EMAD I;True
1708694;AL;Nordeste;EMAD II;True
1708716;AL;Nordeste;EMAP;True
2280590;ES;Sudeste;EMAD I;False
2280612;ES;Sudeste;EMAP;True
316857;SP;Sudeste;EMAD I;True
316873;SP;Sudeste;EMAD I;True
316865;SP;Sudeste;EMAP;True
2494663;MA;Nordeste;EMAP;True
2189550;RS;Sul;EMAD II;False
310379;RJ;Sudeste;EMAD I;False
2318849;TO;Norte;EMAD II;True
2318857;TO;Norte;EMAP;True
2318792;PE;Nordeste;EMAD II;True
2318806;PE;Nordeste;EMAP;False
1593706;MT;Centro-Oeste;EMAP;True
2156628;SP;Sudeste;EMAD I;True
2366355;SP;Sudeste;EMAP;True
2374498;MA;Nordeste;EMAP;True
2395053;PA;Norte;EMAP;True
1548654;CE;Nordeste;EMAP;False
2324385;BA;Nordeste;EMAP;True
1656597;MG;Sudeste;EMAD I;False
2243229;MG;Sudeste;EMAD I;True
2393980;MG;Sudeste;EMAP;True
2264129;SP;Sudeste;EMAD I;False
2337908;BA;Nordeste;EMAP;True
1691821;SP;Sudeste;EMAD I;False
2510847;PA;Norte;EMAD I;False
2513293;CE;Nordeste;EMAD II;True
2516004;GO;Centro-Oeste;EMAP-R;True
2539152;RJ;Sudeste;EMAD I;False
2379155;BA;Nordeste;EMAP;False
2422654;BA;Nordeste;EMAD I;True
2516179;PB;Nordeste;EMAP-R;False
2510243;BA;Nordeste;EMAD II;True
1709844;BA;Nordeste;EMAD I;True
1710478;BA;Nordeste;EMAP;True
2495082;MG;Sudeste;EMAP-R;True
2496909;PB;Nordeste;EMAP-R;True
2518058;SE;Nordeste;EMAP-R;False
2518864;PA;Norte;EMAP-R;False
2520133;SP;Sudeste;EMAD I;False
2520141;SP;Sudeste;EMAP;True
2402998;SP;Sudeste;EMAP;True
2533677;RS;Sul;EMAP-R;False
2536544;RN;Nordeste;EMAP-R;True
2418207;RN;Nordeste;EMAD II;True
2418215;RN;Nordeste;EMAP;True
1520652;MG;Sudeste;EMAD I;False
1498320;PI;Nordeste;EMAD II;True
2418649;AM;Norte;EMAD I;True
2418657;AM;Norte;EMAP;True
2522799;CE;Nordeste;EMAD I;True
2524430;BA;Nordeste;EMAD II;True
2524449;BA;Nordeste;EMAP;True
2524074;PI;Nordeste;EMAP-R;False
1521713;PE;Nordeste;EMAP;False
2475340;MT;Centro-Oeste;EMAD II;True
2487403;MT;Centro-Oeste;EMAP;True
2510251;BA;Nordeste;EMAP;False
2409844;MA;Nordeste;EMAD I;False
2422689;RN;Nordeste;EMAD I;False
2461900;PB;Nordeste;EMAD II;True
2499835;PI;Nordeste;EMAP-R;True
2510057;ES;Sudeste;EMAD II;False
2510065;ES;Sudeste;EMAP;True
1498088;BA;Nordeste;EMAD I;False
2507722;MG;Sudeste;EMAP-R;True
2527642;MS;Centro-Oeste;EMAP;False
2520222;MG;Sudeste;EMAP-R;True
2516632;PB;Nordeste;EMAP-R;False
2517388;SP;Sudeste;EMAD I;True
2527928;MA;Nordeste;EMAP-R;False
2522551;PB;Nordeste;EMAP-R;False
2490447;RS;Sul;EMAD I;True
2516861;MG;Sudeste;EMAD II;True
2516233;PR;Sul;EMAD I;True
2489902;MG;Sudeste;EMAP-R;False
2465353;PE;Nordeste;EMAD I;False
1700588;CE;Nordeste;EMAD I;False
1700596;CE;Nordeste;EMAD I;False
1710796;CE;Nordeste;EMAD I;False
1710826;CE;Nordeste;EMAD I;False
1710850;CE;Nordeste;EMAD I;False
2492881;MG;Sudeste;EMAP-R;False
2493470;MG;Sudeste;EMAD II;True
2512831;PE;Nordeste;EMAP;False
2509547;PB;Nordeste;EMAP-R;True
2375249;MA;Nordeste;EMAP;True
2373726;MA;Nordeste;EMAD II;True
2486067;MG;Sudeste;EMAD I;False
2510855;BA;Nordeste;EMAP-R;True
2511517;BA;Nordeste;EMAD II;True
2522381;MG;Sudeste;EMAP-R;True
2418630;AM;Norte;EMAD I;True
2504995;MA;Nordeste;EMAP;True
2447797;MG;Sudeste;EMAD I;False
2499843;PB;Nordeste;EMAP-R;True
2500116;PB;Nordeste;EMAP-R;True
1706861;SE;Nordeste;EMAD I;True
1706888;SE;Nordeste;EMAP;True
2486059;CE;Nordeste;EMAP-R;False
2514133;PE;Nordeste;EMAP;False
2477211;PA;Norte;EMAP;True
2485559;PI;Nordeste;EMAP-R;True
2488000;PI;Nordeste;EMAP-R;True
1716336;SE;Nordeste;EMAD II;True
2485583;BA;Nordeste;EMAP-R;True
2488450;PI;Nordeste;EMAP-R;True
2490307;MG;Sudeste;EMAD II;True
2493160;RS;Sul;EMAP;True
2428970;SP;Sudeste;EMAD I;False
2481693;RS;Sul;EMAD II;True
2309394;SE;Nordeste;EMAP;True
2485036;GO;Centro-Oeste;EMAP;False
2461625;RJ;Sudeste;EMAD I;False
2461633;RJ;Sudeste;EMAD I;True
2461668;RJ;Sudeste;EMAP;True
2461676;RJ;Sudeste;EMAD I;True
2496046;PI;Nordeste;EMAP-R;True
2498162;PI;Nordeste;EMAP-R;True
2308630;PE;Nordeste;EMAD II;False
2508052;PB;Nordeste;EMAD II;False
1709194;PB;Nordeste;EMAD II;True
2489872;PI;Nordeste;EMAP-R;False
2488302;MG;Sudeste;EMAP-R;False
2488531;SP;Sudeste;EMAD II;False
2520621;PB;Nordeste;EMAP-R;False
2533170;BA;Nordeste;EMAD I;True
2533189;BA;Nordeste;EMAD I;True
2497735;GO;Centro-Oeste;EMAD I;True
2488868;PI;Nordeste;EMAP-R;True
2532999;MA;Nordeste;EMAP-R;True
2532751;CE;Nordeste;EMAP-R;True
2533685;MG;Sudeste;EMAD II;False
2532913;SP;Sudeste;EMAD II;True
1493671;RJ;Sudeste;EMAD I;False
2512947;MG;Sudeste;EMAP-R;False
2535386;BA;Nordeste;EMAP-R;False
2244284;SC;Sul;EMAD I;False
2490579;RN;Nordeste;EMAD I;True
2492199;MG;Sudeste;EMAP-R;True
2365367;SP;Sudeste;EMAP;True
2507420;PB;Nordeste;EMAP-R;True
2293595;SC;Sul;EMAP;True
2227274;BA;Nordeste;EMAD I;True
2244799;BA;Nordeste;EMAP;True
2534770;PE;Nordeste;EMAP;True
2535408;BA;Nordeste;EMAD II;True
2537370;BA;Nordeste;EMAD II;True
2489058;MG;Sudeste;EMAD I;False
2489066;MG;Sudeste;EMAP;True
2494418;PB;Nordeste;EMAP-R;True
2537699;MG;Sudeste;EMAP;False
2505827;GO;Centro-Oeste;EMAP-R;False
2507773;MG;Sudeste;EMAP-R;True
2207346;SE;Nordeste;EMAD I;False
2538245;BA;Nordeste;EMAP;True
2520001;MG;Sudeste;EMAD II;True
2537303;BA;Nordeste;EMAP-R;True
323039;SP;Sudeste;EMAD I;True
2287137;ES;Sudeste;EMAD I;True
1700618;CE;Nordeste;EMAD I;False
1710885;CE;Nordeste;EMAD I;False
2308231;PE;Nordeste;EMAP;False
1682024;RJ;Sudeste;EMAD I;False
1708465;RJ;Sudeste;EMAD I;False
401897;SC;Sul;EMAD I;True
2360810;MT;Centro-Oeste;EMAD I;True
2170183;SC;Sul;EMAD I;True
1700642;CE;Nordeste;EMAD I;False
1523309;PB;Nordeste;EMAD I;False
2444046;MA;Nordeste;EMAD I;True
2315610;RJ;Sudeste;EMAD I;False
2384841;PA;Norte;EMAP;True
1700650;CE;Nordeste;EMAD I;False
1700669;CE;Nordeste;EMAD I;False
2425688;PE;Nordeste;EMAD II;True
310417;RJ;Sudeste;EMAD I;False
1469797;RJ;Sudeste;EMAD I;False
1466003;SP;Sudeste;EMAD I;False
2321556;MG;Sudeste;EMAD II;True
2321564;MG;Sudeste;EMAP;True
1581120;SC;Sul;EMAD I;True
2512149;MG;Sudeste;EMAP-R;True
2384876;PA;Norte;EMAD II;True
2324873;BA;Nordeste;EMAD II;True
2431149;AM;Norte;EMAD I;True
2445158;PI;Nordeste;EMAD II;True
1531891;MG;Sudeste;EMAD I;True
1531905;MG;Sudeste;EMAP;True
318981;SP;Sudeste;EMAD I;True
401889;SC;Sul;EMAD I;True
276405;MG;Sudeste;EMAD I;False
369071;SP;Sudeste;EMAD I;False
2458519;MG;Sudeste;EMAD II;False
2458500;MG;Sudeste;EMAP;True
152374;PE;Nordeste;EMAD I;False
152358;PE;Nordeste;EMAD I;False
152838;PE;Nordeste;EMAD I;False
152811;PE;Nordeste;EMAD I;False
152331;PE;Nordeste;EMAP;True
152323;PE;Nordeste;EMAD I;False
152315;PE;Nordeste;EMAD I;False
152366;PE;Nordeste;EMAD I;False
1520644;PE;Nordeste;EMAD I;True
1526812;PE;Nordeste;EMAD I;False
152390;PE;Nordeste;EMAP;True
1656570;MG;Sudeste;EMAD I;True
2324490;CE;Nordeste;EMAD I;False
2324504;CE;Nordeste;EMAP;True
2416646;BA;Nordeste;EMAP;False
2416654;BA;Nordeste;EMAD II;True
2303965;PE;Nordeste;EMAD II;True
2243237;SP;Sudeste;EMAD I;False
1648977;MG;Sudeste;EMAD I;True
194328;BA;Nordeste;EMAD I;True
1712136;MG;Sudeste;EMAP;True
2320606;SP;Sudeste;EMAP;True
367877;SP;Sudeste;EMAD I;True
2406012;BA;Nordeste;EMAD I;True
1674773;RS;Sul;EMAD I;False
2170396;SC;Sul;EMAD I;True
2408864;SP;Sudeste;EMAP;True
2408856;SP;Sudeste;EMAD I;True
2194465;SE;Nordeste;EMAP;True
2412268;MG;Sudeste;EMAP;True
2251582;RJ;Sudeste;EMAD I;False
2256363;MG;Sudeste;EMAD I;True
2467038;SP;Sudeste;EMAP;True
231517;MG;Sudeste;EMAD I;False
230006;MG;Sudeste;EMAD I;False
2324377;BA;Nordeste;EMAD I;False
2162644;BA;Nordeste;EMAD II;True
368121;SP;Sudeste;EMAD I;True
2369311;CE;Nordeste;EMAD II;True
2171783;CE;Nordeste;EMAP;True
2372568;BA;Nordeste;EMAD I;True
1667408;PA;Norte;EMAP;True
2406039;BA;Nordeste;EMAD I;True
2162997;GO;Centro-Oeste;EMAD I;False
2130947;AP;Norte;EMAD I;True
2130963;AP;Norte;EMAP;True
2286599;AP;Norte;EMAD I;True
1477676;RO;Norte;EMAD I;True
2395770;BA;Nordeste;EMAD I;False
2476932;MA;Nordeste;EMAD II;False
2476940;MA;Nordeste;EMAP;True
2488272;MG;Sudeste;EMAD II;True
2323818;RN;Nordeste;EMAP;True
2514303;PB;Nordeste;EMAP-R;True
2444356;RN;Nordeste;EMAP;False
2514443;SE;Nordeste;EMAP-R;True
2512033;MG;Sudeste;EMAP-R;True
1583417;SP;Sudeste;EMAD I;False
2151367;PB;Nordeste;EMAD II;True
2151359;PB;Nordeste;EMAP;True
1576283;SP;Sudeste;EMAD I;True
2451298;SP;Sudeste;EMAD II;True
2476916;CE;Nordeste;EMAD I;True
2476924;CE;Nordeste;EMAP;True
1705210;MT;Centro-Oeste;EMAD I;False
2488752;PI;Nordeste;EMAP-R;True
1621718;SP;Sudeste;EMAP;True
2425904;BA;Nordeste;EMAD I;True
2436825;BA;Nordeste;EMAP;True
2490188;PI;Nordeste;EMAP-R;True
2492024;SP;Sudeste;EMAP-R;True
2448904;BA;Nordeste;EMAP;True
2166593;GO;Centro-Oeste;EMAP;True
1705164;MT;Centro-Oeste;EMAD I;False
2464608;BA;Nordeste;EMAD II;False
2464616;BA;Nordeste;EMAP;True
2197995;BA;Nordeste;EMAP;False
2287080;SP;Sudeste;EMAD I;True
2422166;MG;Sudeste;EMAD I;True
2422174;MG;Sudeste;EMAP;True
2455250;BA;Nordeste;EMAP;True
2455234;BA;Nordeste;EMAD II;True
2493810;RO;Norte;EMAD II;False
2489880;RN;Nordeste;EMAD I;True
1486756;MG;Sudeste;EMAD I;False
1522892;RJ;Sudeste;EMAP;True
1522906;RJ;Sudeste;EMAD I;True
1522914;RJ;Sudeste;EMAD I;True
1542001;MG;Sudeste;EMAD I;True
2220539;MA;Nordeste;EMAP;True
2286491;RJ;Sudeste;EMAD II;True
1497804;RJ;Sudeste;EMAP;True
2436809;BA;Nordeste;EMAD I;True
2500140;PI;Nordeste;EMAP-R;True
2483238;PI;Nordeste;EMAP-R;True
1663569;SP;Sudeste;EMAD I;False
2472929;CE;Nordeste;EMAP-R;False
2409062;SP;Sudeste;EMAD I;True
2484846;SE;Nordeste;EMAP-R;True
1515500;GO;Centro-Oeste;EMAD I;False
1935461;GO;Centro-Oeste;EMAP;True
1656783;MG;Sudeste;EMAD I;False
2484943;BA;Nordeste;EMAD II;True
2501740;SP;Sudeste;EMAD II;False
2491869;BA;Nordeste;EMAP-R;False
2506971;MA;Nordeste;EMAP-R;True
1700723;CE;Nordeste;EMAD I;False
2487373;MG;Sudeste;EMAD I;True
2477912;PE;Nordeste;EMAD II;False
2488698;MA;Nordeste;EMAD II;False
2483777;SP;Sudeste;EMAD I;False
1482971;PB;Nordeste;EMAD I;False
1717243;MG;Sudeste;EMAP;False
1711075;MG;Sudeste;EMAD II;True
2509962;BA;Nordeste;EMAP-R;False
2504561;AL;Nordeste;EMAP-R;True
2479265;MG;Sudeste;EMAD I;True
1589172;MG;Sudeste;EMAD I;True
2497476;PI;Nordeste;EMAP-R;True
1545388;PE;Nordeste;EMAD I;False
1710591;PE;Nordeste;EMAD I;False
2428431;GO;Centro-Oeste;EMAP;True
2510723;PA;Norte;EMAP-R;True
2511886;PB;Nordeste;EMAP-R;True
2512254;SP;Sudeste;EMAP-R;True
2436485;MG;Sudeste;EMAD I;True
2488922;BA;Nordeste;EMAD II;False
2488892;GO;Centro-Oeste;EMAD I;True
2202255;BA;Nordeste;EMAP;True
2460610;SP;Sudeste;EMAD I;False
2284987;SC;Sul;EMAP;True
2187582;SC;Sul;EMAD II;True
113263;RN;Nordeste;EMAD I;False
2490285;RS;Sul;EMAD I;True
2444305;PE;Nordeste;EMAD II;True
2418517;PA;Norte;EMAD I;False
342009;SP;Sudeste;EMAD I;False
1656791;MG;Sudeste;EMAD I;False
2388871;PR;Sul;EMAP;True
226696;MG;Sudeste;EMAD I;True
2490293;RS;Sul;EMAD I;True
1674765;RS;Sul;EMAD I;True
2381745;PA;Norte;EMAP;True
2164388;GO;Centro-Oeste;EMAD II;True
2223414;GO;Centro-Oeste;EMAP;True
2325888;GO;Centro-Oeste;EMAD I;False
2418509;PA;Norte;EMAD I;False
2154196;MA;Nordeste;EMAD I;True
2452251;MT;Centro-Oeste;EMAP;True
1563106;DF;Centro-Oeste;EMAP;False
1477773;DF;Centro-Oeste;EMAD I;False
340189;SP;Sudeste;EMAD I;True
383465;PR;Sul;EMAD I;False
340170;SP;Sudeste;EMAP;True
2521032;PB;Nordeste;EMAP-R;True
1656600;MG;Sudeste;EMAD I;False
2458160;MT;Centro-Oeste;EMAD II;True
2459574;MA;Nordeste;EMAD II;True
2365197;PA;Norte;EMAD II;True
2331594;AP;Norte;EMAD I;False
2426595;MA;Nordeste;EMAP;True
2331608;AP;Norte;EMAP;True
34681;AP;Norte;EMAD I;True
2206633;AP;Norte;EMAD I;True
1571451;SP;Sudeste;EMAD I;True
2477831;PA;Norte;EMAP;True
2384337;GO;Centro-Oeste;EMAD II;True
2316005;BA;Nordeste;EMAD I;True
1656112;MS;Centro-Oeste;EMAD I;False
2513943;PB;Nordeste;EMAP-R;False
1608436;SP;Sudeste;EMAD I;False
1669184;SP;Sudeste;EMAP;True
2424282;BA;Nordeste;EMAD I;True
2424290;BA;Nordeste;EMAD I;True
1656716;MG;Sudeste;EMAD I;False
1589083;SP;Sudeste;EMAD I;True
2352192;MG;Sudeste;EMAD II;True
2395959;PR;Sul;EMAD I;True
2408996;PE;Nordeste;EMAP;True
2408988;PE;Nordeste;EMAD II;True
2456613;MG;Sudeste;EMAD II;True
2524899;PB;Nordeste;EMAP-R;True
2382172;BA;Nordeste;EMAD I;False
1710877;CE;Nordeste;EMAD I;False
2380692;SP;Sudeste;EMAD I;False
2484234;PE;Nordeste;EMAD I;True
2484242;PE;Nordeste;EMAP;True
2480956;MG;Sudeste;EMAP-R;True
2391732;PA;Norte;EMAD II;True
2391740;PA;Norte;EMAP;False
2418525;PA;Norte;EMAP;True
2426587;PI;Nordeste;EMAD II;True
2455919;PI;Nordeste;EMAP;False
2465124;RN;Nordeste;EMAD II;True
2441764;PR;Sul;EMAP;True
2485672;RJ;Sudeste;EMAD I;True
1705156;MT;Centro-Oeste;EMAD I;True
230030;MG;Sudeste;EMAD I;False
2442639;MG;Sudeste;EMAP;False
2446863;SP;Sudeste;EMAD I;True
2446960;SP;Sudeste;EMAP;True
2455412;BA;Nordeste;EMAD I;False
1656651;MG;Sudeste;EMAP;True
1705121;MT;Centro-Oeste;EMAD I;False
2478234;MG;Sudeste;EMAP-R;False
2326531;PE;Nordeste;EMAP;False
2326558;PE;Nordeste;EMAD II;True
227765;MG;Sudeste;EMAD I;True
2412985;BA;Nordeste;EMAD II;True
2444909;RO;Norte;EMAD I;False
1480979;RO;Norte;EMAP;True
1608304;SP;Sudeste;EMAD I;True
2244411;GO;Centro-Oeste;EMAD II;False
2469790;PR;Sul;EMAD I;False
2384043;GO;Centro-Oeste;EMAD I;False
2130971;AP;Norte;EMAP;False
1603647;SP;Sudeste;EMAD I;True
1686119;SP;Sudeste;EMAD I;True
2395746;BA;Nordeste;EMAD I;True
1680579;SC;Sul;EMAD I;False
2352826;PE;Nordeste;EMAP;False
350524;SP;Sudeste;EMAD I;False
2486865;PB;Nordeste;EMAP-R;True
2488833;PE;Nordeste;EMAP;True
2488809;SP;Sudeste;EMAD II;False
2487888;SP;Sudeste;EMAD I;False
2488981;MG;Sudeste;EMAP-R;True
2312212;SC;Sul;EMAD II;True
2293870;CE;Nordeste;EMAP;True
2407515;SP;Sudeste;EMAD I;False
2456494;ES;Sudeste;EMAD I;True
1710818;CE;Nordeste;EMAD I;False
1710842;CE;Nordeste;EMAD I;False
1710869;CE;Nordeste;EMAD I;False
2422190;MG;Sudeste;EMAD II;True
2422859;MG;Sudeste;EMAP;True
2485680;PI;Nordeste;EMAP-R;True
2488183;SP;Sudeste;EMAP;True
2488248;BA;Nordeste;EMAD II;True
2340062;SP;Sudeste;EMAP;True
2328526;MG;Sudeste;EMAP;True
2327015;RS;Sul;EMAD I;True
2140314;SE;Nordeste;EMAD I;True
2285819;BA;Nordeste;EMAD II;True
2374927;BA;Nordeste;EMAP;True
2374730;BA;Nordeste;EMAD II;True
2152282;SP;Sudeste;EMAD I;False
2395207;AM;Norte;EMAP;True
2366630;PA;Norte;EMAP;True
2366622;PA;Norte;EMAD II;True
1477331;RO;Norte;EMAD I;False
2413353;GO;Centro-Oeste;EMAD I;False
2413388;GO;Centro-Oeste;EMAP;True
1700715;CE;Nordeste;EMAD I;False
2382210;SP;Sudeste;EMAD I;True
2185709;MG;Sudeste;EMAD I;False
2382253;MG;Sudeste;EMAD I;False
2395967;PA;Norte;EMAP;True
2411172;BA;Nordeste;EMAD I;True
2411199;BA;Nordeste;EMAD I;True
1578650;SP;Sudeste;EMAP;False
2333171;SE;Nordeste;EMAD II;True
2381699;MG;Sudeste;EMAP;True
2388855;PR;Sul;EMAD I;False
2388812;PR;Sul;EMAD I;True
2316285;AM;Norte;EMAD II;True
2359774;PA;Norte;EMAP;True
2359731;PA;Norte;EMAD II;True
1541129;RS;Sul;EMAD I;True
1508784;PA;Norte;EMAD II;True
1508792;PA;Norte;EMAP;True
1480774;RJ;Sudeste;EMAD I;False
1700561;CE;Nordeste;EMAD I;False
2403021;SP;Sudeste;EMAP;False
2410370;SP;Sudeste;EMAD II;True
1579134;SP;Sudeste;EMAD I;True
2233908;PR;Sul;EMAD I;False
2300907;PR;Sul;EMAD II;True
2451468;PB;Nordeste;EMAD II;True
2453762;MG;Sudeste;EMAD II;False
1607170;SP;Sudeste;EMAD I;False
2372967;MT;Centro-Oeste;EMAP;True
2369885;BA;Nordeste;EMAP;True
1518569;CE;Nordeste;EMAD I;False
276391;MG;Sudeste;EMAD I;True
1549731;BA;Nordeste;EMAD II;True
1661116;BA;Nordeste;EMAP;True
2303973;PE;Nordeste;EMAD II;True
2303981;PE;Nordeste;EMAP;True
1522612;BA;Nordeste;EMAD II;True
1466593;SP;Sudeste;EMAP;True
1691805;SP;Sudeste;EMAD I;False
1691945;SP;Sudeste;EMAP;True
1588958;PA;Norte;EMAD I;True
2239566;BA;Nordeste;EMAD I;True
97322;CE;Nordeste;EMAD I;False
97314;CE;Nordeste;EMAP;False
2184273;PA;Norte;EMAP;False
2514680;MG;Sudeste;EMAD I;True
355070;SP;Sudeste;EMAD I;False
2279045;PE;Nordeste;EMAD II;True
2494612;PI;Nordeste;EMAP-R;True
2293528;PB;Nordeste;EMAP;True
2185806;BA;Nordeste;EMAD I;False
2185814;BA;Nordeste;EMAP;True
134317;PE;Nordeste;EMAP;False
2494132;PI;Nordeste;EMAD I;False
276154;MG;Sudeste;EMAD I;False
276162;MG;Sudeste;EMAP;True
276170;MG;Sudeste;EMAD I;False
2494140;PI;Nordeste;EMAP;True
1706187;MG;Sudeste;EMAD II;True
1706195;MG;Sudeste;EMAP;True
2268051;PA;Norte;EMAP;True
1708244;BA;Nordeste;EMAD I;True
1708678;BA;Nordeste;EMAP;True
2193531;SP;Sudeste;EMAD I;False
1524690;RJ;Sudeste;EMAD II;True
1707043;MG;Sudeste;EMAD I;False
1707051;MG;Sudeste;EMAP;True
1491288;MG;Sudeste;EMAD I;True
1565230;BA;Nordeste;EMAP;True
2286874;AM;Norte;EMAD I;True
2270684;PA;Norte;EMAD II;True
2270692;PA;Norte;EMAP;True
1505882;MG;Sudeste;EMAD I;False
1576429;MG;Sudeste;EMAD I;True
1676288;MG;Sudeste;EMAP;True
1710486;PA;Norte;EMAD II;True
1710516;PA;Norte;EMAP;True
2102803;RS;Sul;EMAP;True
1478796;SP;Sudeste;EMAD I;True
2290790;PB;Nordeste;EMAD II;True
1682296;MG;Sudeste;EMAD I;False
1473395;SP;Sudeste;EMAD I;False
2213621;PE;Nordeste;EMAD I;False
232084;MG;Sudeste;EMAD I;False
161098;PE;Nordeste;EMAD I;False
1484427;MG;Sudeste;EMAD I;False
1484435;MG;Sudeste;EMAP;True
1503383;MG;Sudeste;EMAP;False
1620355;MG;Sudeste;EMAP;True
53856;MA;Nordeste;EMAP;True
53899;MA;Nordeste;EMAD I;True
1698761;PB;Nordeste;EMAD II;True
1488244;MA;Nordeste;EMAP;True
1488406;MA;Nordeste;EMAD I;True
1506323;RS;Sul;EMAD II;True
2252333;GO;Centro-Oeste;EMAD II;True
2295482;CE;Nordeste;EMAP;False
2225883;MA;Nordeste;EMAD II;True
2225891;MA;Nordeste;EMAP;True
1708600;MG;Sudeste;EMAD I;False
190810;BA;Nordeste;EMAD I;False
1518798;AL;Nordeste;EMAD I;True
1518801;AL;Nordeste;EMAP;True
1713078;RS;Sul;EMAD I;False
1466534;SP;Sudeste;EMAP;False
2172267;SE;Nordeste;EMAD I;True
2172275;SE;Nordeste;EMAP;True
1684949;PR;Sul;EMAD I;False
2242370;GO;Centro-Oeste;EMAD II;True
2205645;SC;Sul;EMAD I;False
2205653;SC;Sul;EMAD I;False
2205661;SC;Sul;EMAP;True
1504924;MG;Sudeste;EMAD I;True
2258242;RN;Nordeste;EMAD I;True
2271265;PE;Nordeste;EMAP;True
300179;RJ;Sudeste;EMAD I;True
1701657;RS;Sul;EMAP;True
1570811;RS;Sul;EMAD I;False
1570838;RS;Sul;EMAP;True
1577360;BA;Nordeste;EMAD I;False
2185326;AM;Norte;EMAD I;True
2021374;PR;Sul;EMAP;True
1616935;BA;Nordeste;EMAD I;False
1560840;BA;Nordeste;EMAD II;True
1616943;BA;Nordeste;EMAP;True
1700898;BA;Nordeste;EMAP;True
2221055;SE;Nordeste;EMAP;True
1558358;RS;Sul;EMAD I;True
1558374;RS;Sul;EMAP;True
1696564;GO;Centro-Oeste;EMAD II;True
1696580;GO;Centro-Oeste;EMAP;True
1617443;PA;Norte;EMAD I;True
2182378;AC;Norte;EMAP;True
1617451;PA;Norte;EMAP;True
1503391;MG;Sudeste;EMAP;True
1503405;MG;Sudeste;EMAD I;True
1700553;CE;Nordeste;EMAD I;False
2279282;GO;Centro-Oeste;EMAD I;False
2279290;GO;Centro-Oeste;EMAP;False
1685236;PA;Norte;EMAD I;False
1672495;PA;Norte;EMAD I;True
1709585;PA;Norte;EMAD I;True
103306;CE;Nordeste;EMAD I;False
103314;CE;Nordeste;EMAP;True
1504762;SP;Sudeste;EMAD I;False
1706365;MG;Sudeste;EMAD I;False
2150921;CE;Nordeste;EMAD II;True
2150948;CE;Nordeste;EMAP;False
428965;RS;Sul;EMAP;True
428981;RS;Sul;EMAD I;True
429007;RS;Sul;EMAD I;True
1548530;RS;Sul;EMAD II;True
1614118;SP;Sudeste;EMAP;True
1475428;BA;Nordeste;EMAD I;False
1475436;BA;Nordeste;EMAP;True
2159767;MG;Sudeste;EMAP;True
2180286;RJ;Sudeste;EMAD I;True
2180308;RJ;Sudeste;EMAP;True
2210436;MA;Nordeste;EMAP;True
2210428;MA;Nordeste;EMAD I;True
1708589;SP;Sudeste;EMAD I;True
1479911;RJ;Sudeste;EMAD I;False
1479938;RJ;Sudeste;EMAP;False
1519166;RJ;Sudeste;EMAD I;True
1669338;PA;Norte;EMAD I;False
1669346;PA;Norte;EMAP;False
1683829;RS;Sul;EMAD I;True
2182769;BA;Nordeste;EMAD II;True
2182777;BA;Nordeste;EMAP;True
2286653;MG;Sudeste;EMAD I;True
2278820;MA;Nordeste;EMAP;False
2278812;MA;Nordeste;EMAD II;True
2295393;MG;Sudeste;EMAD II;True
1511572;SC;Sul;EMAD I;False
1710672;SP;Sudeste;EMAD I;False
1710680;SP;Sudeste;EMAP;True
2241757;CE;Nordeste;EMAD I;False
2242419;CE;Nordeste;EMAP;False
